"p_id","time_20_21","time_21_22","time_22_23","time_23_00","time_00_01","time_01_02","time_02_03","time_03_04","time_04_05","time_05_06","time_06_07","time_07_08","time_08_09","time_09_10","time_10_11","time_11_12","time_12_13","time_13_14","time_20_22","time_21_23","time_22_00","time_23_01","time_00_02","time_01_03","time_02_04","time_03_05","time_04_06","time_05_07","time_06_08","time_07_09","time_08_10","time_09_11","time_10_12","time_11_13","time_12_14","time_20_23","time_21_00","time_22_01","time_23_02","time_00_03","time_01_04","time_02_05","time_03_06","time_04_07","time_05_08","time_06_09","time_07_10","time_08_11","time_09_12","time_10_13","time_11_14","time_20_00","time_21_01","time_22_02","time_23_03","time_00_04","time_01_05","time_02_06","time_03_07","time_04_08","time_05_09","time_06_10","time_07_11","time_08_12","time_09_13","time_10_14","night_22_06"
6372,27.189,25.837,24.571,24.1,NA,NA,21.495,20.917,20.839,21.831,24.179,27.716,29,NA,NA,NA,NA,NA,26.366,25.21,24.427,24.1,NA,21.495,21.123,20.881,21.386,22.634,26.465,28.075,29,NA,NA,NA,NA,25.695,25.012,24.427,24.1,21.495,21.123,21.023,21.222,22.008,24.588,26.975,28.075,29,NA,NA,NA,25.47,25.012,24.427,22.669,21.123,21.023,21.266,21.686,23.658,25.163,26.975,28.075,29,NA,NA,22.223
6380,25.903,24.897,23.929,23.438,NA,NA,20.489,20.125,20.143,21.061,23.379,26.543,29.169,30.1,NA,34.923,35.521,36,25.291,24.418,23.779,23.438,NA,20.489,20.255,20.133,20.65,21.854,25.424,27.891,29.293,30.1,34.923,35.314,35.632,24.782,24.242,23.779,23.438,20.489,20.255,20.216,20.466,21.257,23.657,26.943,28.052,29.293,33.827,35.314,35.427,24.592,24.242,23.779,21.819,20.255,20.216,20.47,20.923,22.785,25.249,27.128,28.052,31.068,34.83,35.427,21.472
6395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6400,NA,NA,22.9,22.862,NA,NA,20.366,20.253,23.323,24.4,NA,NA,NA,NA,NA,NA,35.3,35.3,NA,22.9,22.886,22.862,NA,20.366,20.294,21.649,23.687,24.4,NA,NA,NA,NA,NA,35.3,35.3,22.9,22.886,22.886,22.862,20.366,20.294,21.353,22.167,23.687,24.4,NA,NA,NA,NA,35.3,35.3,22.886,22.886,22.886,21.491,20.294,21.353,21.815,22.167,23.687,24.4,NA,NA,NA,35.3,35.3,22.14
6420,30.9,NA,NA,NA,NA,NA,NA,NA,NA,26.2,26.41,27.559,29.943,31.2,NA,33.291,33.351,33.4,30.9,NA,NA,NA,NA,NA,NA,NA,26.2,26.3,27.153,28.783,30.11,31.2,33.291,33.33,33.362,30.9,NA,NA,NA,NA,NA,NA,26.2,26.3,26.887,28.285,28.959,30.11,32.816,33.33,33.342,30.9,NA,NA,NA,NA,NA,26.2,26.3,26.887,27.894,28.456,28.959,31.113,33.132,33.342,26.2
6421,25.6,25.6,24.751,24.136,NA,NA,21.253,20.735,20.762,21.684,23.187,24.676,26.172,26.8,NA,30.276,31.056,31.5,25.6,25.179,24.563,24.136,NA,21.253,20.919,20.747,21.271,22.198,24.149,25.444,26.256,26.8,30.276,30.785,31.159,25.282,24.993,24.563,24.136,21.253,20.919,20.864,21.083,21.697,23.151,24.97,25.543,26.256,29.486,30.785,30.903,25.12,24.993,24.563,22.553,20.919,20.864,21.111,21.413,22.558,24.023,25.077,25.543,27.523,30.415,30.903,22.156
6428,28.253,27.37,26.435,26.1,NA,NA,23.853,23.367,23.1,23.82,24.61,25.586,26.857,27.3,NA,32.8,33.171,33.4,27.716,26.907,26.333,26.1,NA,23.853,23.54,23.245,23.497,24.09,25.241,26.238,26.916,27.3,32.8,33.042,33.224,27.237,26.763,26.333,26.1,23.853,23.54,23.386,23.452,23.745,24.665,25.897,26.316,26.916,31.55,33.042,33.101,27.077,26.763,26.333,24.866,23.54,23.386,23.517,23.633,24.277,25.298,25.979,26.316,28.771,32.509,33.101,24.369
6435,26.491,25.644,24.706,24.3,NA,NA,21.999,21.556,21.55,23.398,24.6,NA,32.4,32.4,NA,32.071,32.418,32.7,25.975,25.179,24.582,24.3,NA,21.999,21.714,21.553,22.57,23.634,24.6,32.4,32.4,32.4,32.071,32.298,32.483,25.501,25.022,24.582,24.3,21.999,21.714,21.656,22.215,22.811,23.634,30.092,32.4,32.4,32.146,32.298,32.364,25.332,25.022,24.582,23.036,21.714,21.656,22.181,22.407,22.811,26.447,30.45,32.4,32.263,32.307,32.364,22.908
6437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6446,28.121,26.871,25.639,25.169,NA,NA,22.453,21.889,21.6,22.009,23.187,24.643,26.131,26.6,NA,31.7,32.842,33.6,27.36,26.261,25.496,25.169,NA,22.453,22.089,21.757,21.826,22.412,24.128,25.406,26.194,26.6,31.7,32.447,33.018,26.717,26.066,25.496,25.169,22.453,22.089,21.918,21.848,22.129,23.27,24.94,25.494,26.194,30.541,32.447,32.637,26.498,26.066,25.496,23.677,22.089,21.918,21.946,22.058,22.855,24.096,25.037,25.494,27.93,31.903,32.637,23.02
6448,26.038,24.996,24.299,24.4,NA,NA,21.318,21.218,20.864,21.282,22.592,24.101,25.424,26,NA,29.996,30.715,31.3,25.403,24.651,24.33,24.4,NA,21.318,21.254,21.057,21.095,21.73,23.567,24.78,25.5,26,29.996,30.466,30.851,24.991,24.606,24.33,24.4,21.318,21.254,21.118,21.138,21.428,22.642,24.32,24.869,25.5,29.088,30.466,30.603,24.908,24.606,24.33,22.708,21.254,21.118,21.167,21.366,22.201,23.445,24.418,24.869,26.918,30.051,30.603,22.125
6455,25,24.66,24.019,23.765,NA,NA,22.268,21.989,21.9,22.227,23.392,25.7,27.673,28.1,NA,29.981,30.373,30.6,24.772,24.343,23.942,23.765,NA,22.268,22.089,21.949,22.081,22.626,24.884,26.712,27.73,28.1,29.981,30.237,30.425,24.473,24.239,23.942,23.765,22.268,22.089,22.023,22.049,22.373,23.808,26.015,26.814,27.73,29.553,30.237,30.297,24.368,24.239,23.942,22.943,22.089,22.023,22.084,22.26,23.335,24.924,26.137,26.814,28.44,30.038,30.297,22.647
6459,27.991,26.642,25.401,24.9,NA,NA,22.784,22.388,22.277,22.928,23.982,25.732,27.75,28.5,NA,33.2,34.144,34.8,27.17,26.028,25.248,24.9,NA,22.784,22.529,22.338,22.636,23.288,25.114,26.767,27.85,28.5,33.2,33.817,34.296,26.509,25.826,25.248,24.9,22.784,22.529,22.441,22.549,22.936,24.228,26.183,26.894,27.85,32.132,33.817,33.979,26.282,25.826,25.248,23.738,22.529,22.441,22.587,22.774,23.744,25.245,26.318,26.894,29.537,33.323,33.979,23.393
6462,25.814,25.253,24.54,24.124,NA,NA,21.611,21.083,21.125,22.193,24.469,26.943,28.893,29.6,NA,34.104,35.014,35.9,25.473,24.9,24.413,24.124,NA,21.611,21.271,21.102,21.715,22.972,26.068,27.943,28.987,29.6,34.104,34.698,35.219,25.124,24.761,24.413,24.124,21.611,21.271,21.22,21.494,22.328,24.498,27.213,28.064,28.987,33.08,34.698,34.896,24.983,24.761,24.413,22.744,21.271,21.22,21.513,21.961,23.662,25.767,27.353,28.064,30.6,34.225,34.896,22.391
6470,NA,NA,NA,NA,NA,NA,25.679,24.947,24.6,24.806,25.42,26.378,27.879,28.7,NA,33.529,34.374,35.1,NA,NA,NA,NA,NA,25.679,25.208,24.789,24.713,25.016,26.04,27.148,27.988,28.7,33.529,34.081,34.542,NA,NA,NA,NA,25.679,25.208,24.995,24.795,24.871,25.54,26.785,27.262,27.988,32.431,34.081,34.249,NA,NA,NA,25.679,25.208,24.995,24.938,24.893,25.307,26.215,26.898,27.262,29.735,33.581,34.249,24.938
6474,27.881,27.276,26.399,25.892,NA,NA,23.736,23.22,22.75,23.124,23.977,25.129,26.134,26.5,NA,31.27,31.98,32.5,27.513,26.841,26.244,25.892,NA,23.736,23.403,23.006,22.956,23.416,24.722,25.645,26.183,26.5,31.27,31.734,32.101,27.096,26.671,26.244,25.892,23.736,23.403,23.175,23.048,23.184,24.074,25.295,25.707,26.183,30.186,31.734,31.86,26.926,26.671,26.244,24.708,23.403,23.175,23.159,23.194,23.746,24.669,25.365,25.707,27.787,31.248,31.86,24.093
6475,28,26.948,25.917,25.546,NA,NA,23.353,23.044,23.209,24.6,25.6,NA,32.1,32.1,NA,33.988,34.262,34.5,27.36,26.438,25.804,25.546,NA,23.353,23.154,23.119,23.976,24.797,25.6,32.1,32.1,32.1,33.988,34.167,34.317,26.821,26.278,25.804,25.546,23.353,23.154,23.173,23.651,24.169,24.797,30.095,32.1,32.1,33.559,34.167,34.222,26.641,26.278,25.804,24.342,23.154,23.173,23.603,23.808,24.169,27.046,30.417,32.1,32.91,33.975,34.222,24.269
6478,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.5,25.972,26.947,28.187,28.7,NA,34.5,35.621,36.4,NA,NA,NA,NA,NA,NA,NA,NA,25.5,25.729,26.602,27.583,28.255,28.7,34.5,35.232,35.801,NA,NA,NA,NA,NA,NA,NA,25.5,25.729,26.3,27.245,27.665,28.255,33.182,35.232,35.425,NA,NA,NA,NA,NA,NA,25.5,25.729,26.3,26.925,27.33,27.665,30.224,34.626,35.425,25.5
6480,25.487,24.717,23.835,23.485,NA,NA,20.795,20.34,20.134,20.573,21.839,23.462,25.209,26,NA,30.74,31.331,31.8,25.018,24.28,23.728,23.485,NA,20.795,20.502,20.246,20.376,21.006,22.888,24.359,25.314,26,30.74,31.126,31.44,24.576,24.138,23.728,23.485,20.795,20.502,20.373,20.364,20.702,21.951,23.829,24.478,25.314,29.663,31.126,31.237,24.422,24.138,23.728,22.008,20.502,20.373,20.434,20.595,21.5,22.891,23.957,24.478,27.025,30.65,31.237,21.431
6483,27.433,26.91,26.377,26.1,NA,NA,23.987,23.507,23.227,23.318,23.715,24.438,25.422,25.9,NA,31.084,31.878,32.5,27.115,26.646,26.292,26.1,NA,23.987,23.678,23.38,23.277,23.454,24.183,24.943,25.485,25.9,31.084,31.603,32.022,26.839,26.548,26.292,26.1,23.987,23.678,23.52,23.358,23.375,23.833,24.685,25.013,25.485,29.906,31.603,31.751,26.735,26.548,26.292,24.94,23.678,23.52,23.459,23.414,23.682,24.291,24.756,25.013,27.251,31.073,31.751,24.317
6484,26.953,26.323,25.95,25.95,NA,NA,24.1,24.1,24.1,24.1,24.625,25.982,27.742,28.3,NA,31.3,31.721,32,26.57,26.139,25.95,25.95,NA,24.1,24.1,24.1,24.1,24.28,25.502,26.885,27.817,28.3,31.3,31.575,31.786,26.338,26.105,25.95,25.95,24.1,24.1,24.1,24.1,24.217,24.934,26.411,26.988,27.817,30.618,31.575,31.645,26.284,26.105,25.95,24.934,24.1,24.1,24.1,24.183,24.727,25.745,26.521,26.988,28.915,31.271,31.645,24.66
6490,25.625,25.767,25.452,25.154,NA,NA,23.047,22.781,22.774,23.156,23.872,24.723,25.5,25.8,NA,NA,NA,NA,25.711,25.61,25.361,25.154,NA,23.047,22.876,22.778,22.985,23.401,24.422,25.122,25.54,25.8,NA,NA,NA,25.614,25.529,25.361,25.154,23.047,22.876,22.84,22.914,23.182,23.909,24.859,25.171,25.54,25.8,NA,NA,25.549,25.529,25.361,23.997,22.876,22.84,22.935,23.064,23.628,24.369,24.914,25.171,25.54,25.8,NA,23.67
6493,25.894,24.847,23.774,23.303,NA,NA,21.362,20.862,20.552,21.777,24.174,26.587,28.625,29.5,NA,36.5,36.5,NA,25.257,24.315,23.63,23.303,NA,21.362,21.04,20.721,21.228,22.597,25.733,27.633,28.741,29.5,36.5,36.5,36.5,24.702,24.134,23.63,23.303,21.362,21.04,20.87,21.1,21.884,24.131,26.906,27.769,28.741,34.909,36.5,36.5,24.505,24.134,23.63,22.237,21.04,20.87,21.142,21.582,23.243,25.428,27.058,27.769,31.188,35.508,36.5,21.896
6503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6510,27.456,26.63,25.499,25,NA,NA,23.311,22.912,22.562,22.82,23.577,25.819,28.227,29,NA,31.881,32.408,32.8,26.953,26.07,25.346,25,NA,23.311,23.054,22.753,22.704,23.079,25.027,27.055,28.33,29,31.881,32.225,32.499,26.41,25.879,25.346,25,23.311,23.054,22.882,22.777,22.899,24.133,26.325,27.197,28.33,31.226,32.225,32.32,26.211,25.879,25.346,24.072,23.054,22.882,22.863,22.903,23.744,25.316,26.482,27.197,29.45,31.926,32.32,23.615
6519,26.098,25.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.944,25.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.944,25.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.944,25.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6522,25.93,25.55,25.55,25.55,NA,NA,23.6,23.6,23.6,23.6,23.6,24.692,26.672,27.2,NA,32.5,33.225,33.7,25.699,25.55,25.55,25.55,NA,23.6,23.6,23.6,23.6,23.6,24.307,25.708,26.742,27.2,32.5,32.974,33.335,25.644,25.55,25.55,25.55,23.6,23.6,23.6,23.6,23.6,24.021,25.266,25.817,26.742,31.295,32.974,33.093,25.63,25.55,25.55,24.479,23.6,23.6,23.6,23.6,23.916,24.786,25.379,25.817,28.558,32.437,33.093,24.19
6528,26.174,25.403,24.586,24.264,NA,NA,22.295,21.838,21.835,22.391,23.325,24.411,25.76,26.4,NA,30.782,31.59,32.3,25.704,24.998,24.487,24.264,NA,22.295,22.001,21.837,22.142,22.71,24.027,25.103,25.845,26.4,30.782,31.31,31.755,25.286,24.867,24.487,24.264,22.295,22.001,21.943,22.036,22.405,23.364,24.729,25.198,25.845,29.786,31.31,31.473,25.142,24.867,24.487,23.183,22.001,21.943,22.078,22.238,22.985,24.056,24.827,25.198,27.402,30.854,31.473,22.807
6530,28.766,27.891,27.141,26.8,NA,NA,23.795,22.937,22.24,22.888,24.362,25.879,27.826,28.9,NA,36.8,36.489,36.3,28.234,27.52,27.037,26.8,NA,23.795,23.242,22.62,22.597,23.392,25.342,26.878,27.969,28.9,36.8,36.597,36.446,27.826,27.391,27.037,26.8,23.795,23.242,22.892,22.716,22.99,24.348,26.35,27.026,27.969,35.005,36.597,36.548,27.681,27.391,27.037,25.15,23.242,22.892,22.891,22.974,23.825,25.352,26.499,27.026,30.754,35.882,36.548,24.146
6531,21.7,21.7,21.7,21.7,NA,NA,21.7,21.7,21.7,21.7,22.172,23.114,25.035,26.4,NA,28.8,28.8,28.8,21.7,21.7,21.7,21.7,NA,21.7,21.7,21.7,21.7,21.862,22.781,24.099,25.216,26.4,28.8,28.8,28.8,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.805,22.343,23.695,24.267,25.216,28.255,28.8,28.8,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.774,22.184,23.12,23.853,24.267,26.346,28.577,28.8,21.7
6537,26.872,26.047,25.113,24.7,NA,NA,21.953,21.561,21.752,22.818,23.972,25.163,26.551,27.1,NA,31.683,32.264,32.7,26.37,25.585,24.987,24.7,NA,21.953,21.701,21.648,22.34,23.212,24.742,25.875,26.624,27.1,31.683,32.063,32.365,25.9,25.427,24.987,24.7,21.953,21.701,21.719,22.068,22.703,23.962,25.476,25.965,26.624,30.641,32.063,32.168,25.731,25.427,24.987,23.191,21.701,21.719,22.049,22.366,23.414,24.71,25.571,25.965,28.219,31.602,32.168,22.939
6539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.2,24.676,27.239,28.2,NA,33.572,34.41,35.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.2,24.349,25.991,27.367,28.2,33.572,34.119,34.57,NA,NA,NA,NA,NA,NA,NA,NA,23.2,24.349,25.652,26.153,27.367,32.351,34.119,34.281,NA,NA,NA,NA,NA,NA,NA,23.2,24.349,25.652,25.817,26.153,29.324,33.569,34.281,NA
6540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6542,29.574,28.913,28.002,27.555,NA,NA,25.026,24.535,24.2,24.457,25.015,25.625,26.45,26.8,NA,30.2,30.852,31.3,29.172,28.462,27.866,27.555,NA,25.026,24.71,24.383,24.342,24.648,25.409,26.048,26.497,26.8,30.2,30.626,30.956,28.735,28.3,27.866,27.555,25.026,24.71,24.531,24.409,24.492,25.023,25.831,26.103,26.497,29.427,30.626,30.737,28.568,28.3,27.866,26.166,24.71,24.531,24.509,24.504,24.819,25.435,25.888,26.103,27.664,30.271,30.737,25.525
6544,25.994,24.848,23.636,23.138,NA,NA,20.706,20.2,23.421,25.429,26.348,27.253,28.17,28.5,NA,32.237,33.008,33.5,25.297,24.248,23.484,23.138,NA,20.706,20.381,21.665,24.529,25.743,26.933,27.723,28.214,28.5,32.237,32.741,33.122,24.676,24.05,23.484,23.138,20.706,20.381,21.444,23.015,24.933,26.324,27.435,27.78,28.214,31.388,32.741,32.866,24.459,24.05,23.484,21.803,20.381,21.444,22.643,23.537,25.604,26.857,27.497,27.78,29.483,32.347,32.866,22.897
6547,26.726,26.4,26.4,26.4,NA,NA,23.2,23.2,23.2,23.2,24.144,26.151,28.433,29.4,NA,33.842,34.395,34.8,26.528,26.4,26.4,26.4,NA,23.2,23.2,23.2,23.2,23.524,25.441,27.322,28.562,29.4,33.842,34.203,34.489,26.48,26.4,26.4,26.4,23.2,23.2,23.2,23.2,23.411,24.534,26.654,27.473,28.562,32.833,34.203,34.302,26.469,26.4,26.4,24.643,23.2,23.2,23.2,23.349,24.203,25.66,26.815,27.473,30.227,33.757,34.302,24.169
6550,31.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.9,30.455,30.8,NA,32.9,34.818,36.2,31.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.9,30.256,30.501,30.8,32.9,34.154,35.139,31.3,NA,NA,NA,NA,NA,NA,NA,NA,29.9,30.256,30.304,30.501,32.423,34.154,34.491,31.3,NA,NA,NA,NA,NA,NA,NA,29.9,30.256,30.304,30.304,31.257,33.842,34.491,NA
6556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6561,24.976,24.928,25.253,25.254,NA,NA,23.111,22.414,22.762,23.675,24.934,26.429,28.247,29.1,NA,34.564,35.146,35.6,24.947,25.089,25.253,25.254,NA,23.111,22.662,22.572,23.266,24.106,25.9,27.362,28.361,29.1,34.564,34.944,35.251,25.062,25.118,25.253,25.254,23.111,22.662,22.697,22.968,23.637,24.999,26.852,27.489,28.361,33.322,34.944,35.052,25.089,25.118,25.253,24.077,22.662,22.697,22.991,23.276,24.444,25.937,26.984,27.489,30.317,34.401,35.052,23.676
6564,28.732,27.8,26.635,26.031,NA,NA,22.599,21.948,22.5,23.627,24.672,26.042,27.843,28.6,NA,33.623,34.458,35.1,28.165,27.223,26.45,26.031,NA,22.599,22.18,22.199,23.122,23.984,25.558,26.966,27.944,28.6,33.623,34.169,34.607,27.593,27.01,26.45,26.031,22.599,22.18,22.292,22.712,23.467,24.776,26.485,27.085,27.944,32.481,34.169,34.322,27.372,27.01,26.45,24.146,22.18,22.292,22.694,23.019,24.211,25.661,26.608,27.085,29.735,33.651,34.322,23.831
6565,NA,NA,22.6,22.6,NA,NA,NA,NA,20,21.349,22.5,NA,NA,NA,NA,NA,37,37,NA,22.6,22.6,22.6,NA,NA,NA,20,20.906,21.575,22.5,NA,NA,NA,NA,37,37,22.6,22.6,22.6,22.6,NA,NA,20,20.906,21.131,21.575,22.5,NA,NA,NA,37,37,22.6,22.6,22.6,22.6,NA,20,20.906,21.131,21.131,21.575,22.5,NA,NA,37,37,21.579
6571,27.097,26.658,26.017,25.6,NA,NA,23.243,22.817,22.251,22.4,23.072,24.057,25.131,25.6,NA,NA,NA,NA,26.83,26.341,25.89,25.6,NA,23.243,22.969,22.56,22.333,22.63,23.709,24.608,25.194,25.6,NA,NA,NA,26.526,26.208,25.89,25.6,23.243,22.969,22.718,22.502,22.498,23.179,24.286,24.681,25.194,25.6,NA,NA,26.395,26.208,25.89,24.306,22.969,22.718,22.622,22.592,22.948,23.742,24.363,24.681,25.194,25.6,NA,23.611
6572,26.88,25.877,24.894,24.5,NA,NA,21.836,21.236,21.074,22.174,24.264,26.774,29.113,30.1,NA,37.54,37.7,NA,26.27,25.39,24.774,24.5,NA,21.836,21.45,21.163,21.681,22.889,25.886,27.974,29.245,30.1,37.54,37.616,37.7,25.756,25.231,24.774,24.5,21.836,21.45,21.318,21.525,22.256,24.382,27.195,28.129,29.245,35.849,37.616,37.616,25.579,25.231,24.774,23.037,21.45,21.318,21.576,21.955,23.562,25.749,27.365,28.129,31.86,36.613,37.616,22.544
6577,29.293,28.793,28.052,27.715,NA,NA,25.442,24.98,24.22,24.2,24.62,25.434,26.35,26.7,NA,30.295,30.989,31.6,28.989,28.426,27.949,27.715,NA,25.442,25.145,24.634,24.209,24.344,25.146,25.904,26.396,26.7,30.295,30.749,31.131,28.639,28.299,27.949,27.715,25.442,25.145,24.821,24.479,24.3,24.763,25.634,25.962,26.396,29.478,30.749,30.889,28.508,28.299,27.949,26.467,25.145,24.821,24.634,24.501,24.628,25.221,25.696,25.962,27.626,30.372,30.889,25.638
6578,30.73,26.4,26.4,26.4,NA,NA,24.543,23.883,23.045,23.16,24.13,25.557,27.263,28,NA,32.55,32.55,32.55,28.1,26.4,26.4,26.4,NA,24.543,24.118,23.502,23.108,23.492,25.052,26.432,27.361,28,32.55,32.55,32.55,27.465,26.4,26.4,26.4,24.543,24.118,23.743,23.379,23.336,24.286,25.949,26.547,27.361,31.516,32.55,32.55,27.315,26.4,26.4,25.38,24.118,23.743,23.567,23.497,23.978,25.145,26.069,26.547,28.997,32.127,32.55,24.425
6580,27.253,26.354,25.7,25.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.4,35.214,35.1,26.706,26.03,25.7,25.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.4,35.278,35.187,26.33,25.971,25.7,25.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.4,35.278,35.249,26.241,25.971,25.7,25.7,NA,NA,NA,NA,NA,NA,NA,NA,35.4,35.278,35.249,25.7
6583,27.987,26.813,25.351,24.731,NA,NA,22.384,22.137,22.334,24.399,26,NA,30.9,30.9,NA,32.972,33.63,34.2,27.272,26.089,25.162,24.731,NA,22.384,22.225,22.227,23.473,24.713,26,30.9,30.9,30.9,32.972,33.401,33.762,26.554,25.846,25.162,24.731,22.384,22.225,22.263,23.006,23.773,24.713,29.344,30.9,30.9,32.501,33.401,33.533,26.297,25.846,25.162,23.442,22.225,22.263,22.906,23.248,23.773,26.564,29.6,30.9,31.805,33.169,33.533,23.589
6600,27.822,27.497,26.815,26.2,NA,NA,24.271,23.859,23.999,24.629,25.446,27.4,28.525,29.1,NA,34.3,35.298,35.9,27.625,27.159,26.628,26.2,NA,24.271,24.005,23.923,24.347,24.908,26.707,27.977,28.602,29.1,34.3,34.953,35.438,27.322,26.988,26.628,26.2,24.271,24.005,24.003,24.176,24.591,25.865,27.444,28.059,28.602,33.118,34.953,35.109,27.164,26.988,26.628,25.141,24.005,24.003,24.192,24.375,25.403,26.633,27.541,28.059,30.399,34.409,35.109,24.929
6601,28.649,27.524,26.318,25.9,NA,NA,23.195,22.652,22.957,23.1,NA,NA,NA,NA,NA,35.013,35.308,35.6,27.964,26.927,26.191,25.9,NA,23.195,22.845,22.791,23.004,23.1,NA,NA,NA,NA,35.013,35.206,35.375,27.349,26.744,26.191,25.9,23.195,22.845,22.884,22.846,23.004,23.1,NA,NA,NA,35.013,35.206,35.271,27.145,26.744,26.191,24.414,22.845,22.884,22.915,22.846,23.004,23.1,NA,NA,35.013,35.206,35.271,24.053
6605,28.481,27.36,26.205,25.748,NA,NA,22.853,22.333,21.966,22.007,22.677,24.004,25.81,26.7,NA,32.618,33.761,34.4,27.798,26.788,26.066,25.748,NA,22.853,22.518,22.166,21.989,22.236,23.535,24.931,25.929,26.7,32.618,33.365,33.909,27.203,26.602,26.066,25.748,22.853,22.518,22.325,22.109,22.142,22.916,24.458,25.06,25.929,31.273,33.365,33.535,26.998,26.602,26.066,24.158,22.518,22.325,22.229,22.199,22.681,23.752,24.589,25.06,28.038,32.746,33.535,23.391
6607,28.341,27.349,26.369,26.05,NA,NA,23.337,22.844,22.83,23.836,26.431,28.683,29.661,29.9,NA,32.782,33.379,33.9,27.737,26.864,26.271,26.05,NA,23.337,23.02,22.838,23.385,24.724,27.886,29.185,29.693,29.9,32.782,33.172,33.5,27.226,26.718,26.271,26.05,23.337,23.02,22.954,23.196,24.063,26.245,28.606,29.237,29.693,32.127,33.172,33.292,27.06,26.718,26.271,24.56,23.02,22.954,23.219,23.704,25.398,27.232,28.682,29.237,30.667,32.868,33.292,24.143
6610,NA,NA,NA,NA,NA,NA,NA,25,24.761,24.936,25.62,26.361,27.284,27.7,NA,31.386,32.54,33.4,NA,NA,NA,NA,NA,NA,25,24.846,24.857,25.17,26.099,26.835,27.34,27.7,31.386,32.14,32.739,NA,NA,NA,NA,NA,25,24.846,24.886,25.027,25.628,26.58,26.898,27.34,30.548,32.14,32.348,NA,NA,NA,NA,25,24.846,24.886,25.023,25.413,26.106,26.645,26.898,28.616,31.728,32.348,24.886
6611,31.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.8,27.118,27.676,27.9,NA,28.8,NA,NA,31.4,NA,NA,NA,NA,NA,NA,NA,NA,26.8,27.048,27.404,27.705,27.9,28.8,28.8,NA,31.4,NA,NA,NA,NA,NA,NA,NA,26.8,27.048,27.331,27.44,27.705,28.093,28.8,28.8,31.4,NA,NA,NA,NA,NA,NA,26.8,27.048,27.331,27.367,27.44,27.744,28.093,28.8,NA
